date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:03:37	1331338/1331338	---M-Z	200	added ('OK')	text/html	etag:%22eee575668a92dca58df21c7e295b44a6%22	https://portus-template.framer.website/	C:/Users/lrodr/Documents/GitHub/garmscales/GARMSCALES%20UX/portus-template.framer.website/index.html	(from )
18:03:37	108/108	---M-Z	200	added ('OK')	text/plain	etag:%22b83a2251ba841c37db73b05a1c5ea6cd%22	https://portus-template.framer.website/robots.txt		(from )
18:03:37	2286/2286	---MC-	200	added ('OK')	image/png	etag:%227f3291412fafbce298e1a091e7315ff0%22	https://framerusercontent.com/images/BjP8bQsKUIurXLiLJnleisR39Ec.png	C:/Users/lrodr/Documents/GitHub/garmscales/GARMSCALES%20UX/framerusercontent.com/images/BjP8bQsKUIurXLiLJnleisR39Ec.png	(from https://portus-template.framer.website/)
18:03:38	54148/54148	---MC-	200	added ('OK')	image/png	etag:%2225271091ff01ffc30830835d0e361eb1%22	https://framerusercontent.com/images/qLF6cHTE35AbToaci0QhWjbIxE.png	C:/Users/lrodr/Documents/GitHub/garmscales/GARMSCALES%20UX/framerusercontent.com/images/qLF6cHTE35AbToaci0QhWjbIxE.png	(from https://portus-template.framer.website/)
18:03:38	953/953	---MC-	200	added ('OK')	image/png	etag:%22c32e01bb6babae6166e76eb73cb1c214%22	https://framerusercontent.com/images/jJI9DLLvjUbMmKLwiDDLowfFi00.png	C:/Users/lrodr/Documents/GitHub/garmscales/GARMSCALES%20UX/framerusercontent.com/images/jJI9DLLvjUbMmKLwiDDLowfFi00.png	(from https://portus-template.framer.website/)
18:03:39	700204/700204	---M-Z	200	added ('OK')	text/html	etag:%229f5239cd21ee15c641e42f615024ffbe%22	https://portus-template.framer.website/studio	C:/Users/lrodr/Documents/GitHub/garmscales/GARMSCALES%20UX/portus-template.framer.website/studio.html	(from https://portus-template.framer.website/)
18:03:39	533256/533256	---M-Z	200	added ('OK')	text/html	etag:%2217a5e46ca6d12cb77f69db3ae88c0ae3%22	https://portus-template.framer.website/projects	C:/Users/lrodr/Documents/GitHub/garmscales/GARMSCALES%20UX/portus-template.framer.website/projects.html	(from https://portus-template.framer.website/)
18:03:40	467946/467946	---M-Z	200	added ('OK')	text/html	etag:%22b9f97c4959b5ef6fbd208c3ac1a4bd67%22	https://portus-template.framer.website/blog	C:/Users/lrodr/Documents/GitHub/garmscales/GARMSCALES%20UX/portus-template.framer.website/blog.html	(from https://portus-template.framer.website/)
18:03:40	405400/405400	---M-Z	200	added ('OK')	text/html	etag:%2292ce8fd4d5fe6d3f29e373a6247700b5%22	https://portus-template.framer.website/contact	C:/Users/lrodr/Documents/GitHub/garmscales/GARMSCALES%20UX/portus-template.framer.website/contact.html	(from https://portus-template.framer.website/)
18:03:40	1325/1325	---MC-	200	added ('OK')	image/png	etag:%2251250ab0f96be29290a561da6d4536ea%22	https://framerusercontent.com/images/hZ3IxxUAXxGxLfoVT2kWbnKpKQ.png	C:/Users/lrodr/Documents/GitHub/garmscales/GARMSCALES%20UX/framerusercontent.com/images/hZ3IxxUAXxGxLfoVT2kWbnKpKQ.png	(from https://portus-template.framer.website/)
18:03:40	1372/1372	---MC-	200	added ('OK')	image/png	etag:%222668a62bfa95859bd3614668d590e36a%22	https://framerusercontent.com/images/Zyb6BZdjP9mMkVGjqCgafe7SSA.png	C:/Users/lrodr/Documents/GitHub/garmscales/GARMSCALES%20UX/framerusercontent.com/images/Zyb6BZdjP9mMkVGjqCgafe7SSA.png	(from https://portus-template.framer.website/)
